0,0
0,51.44
0,51.5
0,51.56
1,51.38
1.26,51.31
1.51,51.31
1.76,51.44
2.01,51.56
2.27,51.63
2.52,51.63
2.77,51.63
3.02,51.56
3.27,51.44
3.53,51.31
3.78,51.25
4.03,51.19
4.28,51.25
4.53,51.38
4.78,51.44
5.04,51.5
5.29,51.38
5.54,51.31
5.79,51.31
6.05,51.19
6.3,51.25
6.55,51.25
6.8,51.19
7.05,51.38
7.3,51.38
7.56,51.38
7.81,51.44
8.06,51.25
8.31,51.31
8.56,51.31
8.82,51.19
9.07,51.31
9.32,51.25
9.57,51.31
9.83,51.38
10.08,51.31
10.33,51.31
10.58,51.25
10.83,51.38
11.09,51.38
11.34,51.5
11.59,51.5
11.84,51.31
12.09,51.31
12.35,51.13
12.6,51.19
12.85,51.31
13.1,51.31
13.35,51.38
13.61,51.19
13.86,51.13
14.11,51.13
14.36,51.13
14.61,51.25
14.87,51.25
15.12,51.31
15.37,51.38
15.62,51.44
15.88,51.38
16.13,51.25
16.38,51.25
16.63,51.25
16.88,51.38
17.14,51.5
17.39,51.44
17.64,51.38
17.89,51.38
18.14,51.38
18.4,51.44
18.65,51.5
18.9,51.5
19.15,51.44
19.4,51.44
19.66,51.31
19.91,51.25
20.16,51.13
20.41,51.13
20.67,51.31
20.92,51.31
21.17,51.5
21.42,51.38
21.67,51.31
21.92,51.44
22.18,51.38
22.43,51.44
22.68,51.44
22.93,51.38
23.18,51.44
23.44,51.44
23.69,51.5
23.94,51.56
24.19,51.5
24.44,51.63
24.7,51.69
24.95,51.69
25.2,51.69
25.45,51.69
25.71,51.56
25.96,51.5
26.21,51.63
26.46,51.63
26.71,51.75
26.97,51.81
27.22,51.81
27.47,51.88
27.72,51.94
27.97,52.06
28.23,52.13
28.48,52.19
28.73,52.25
28.98,52.31
29.23,52.38
29.49,52.44
29.74,52.38
29.99,52.44
30.24,52.56
30.5,52.56
30.75,52.63
31,52.69
31.25,52.69
31.5,52.75
31.76,52.81
32.01,52.81
32.26,52.88
32.51,52.88
32.76,52.94
33.02,53.06
33.27,53.19
33.52,53.38
33.77,53.5
34.02,53.56
34.28,53.5
34.53,53.5
34.78,53.69
35.03,53.69
35.29,53.81
35.54,54
35.79,53.94
36.04,54.19
36.29,54.25
36.54,54.25
36.8,54.38
37.05,54.31
37.3,54.5
37.55,54.63
37.81,54.69
38.06,54.88
38.31,54.94
38.56,55
38.81,55.13
39.06,55.25
39.32,55.25
39.57,55.44
39.82,55.5
40.07,55.5
40.33,55.63
40.58,55.75
40.83,55.88
41.08,56
41.33,56.25
41.59,56.31
41.84,56.44
42.09,56.63
42.34,56.75
42.59,56.88
42.85,57.06
43.1,57.19
43.35,57.31
43.6,57.44
43.85,57.5
44.11,57.5
44.36,57.56
44.61,57.63
44.86,57.69
45.12,57.81
45.37,58
45.62,58.25
45.87,58.5
46.12,58.69
46.38,58.81
46.63,58.88
46.88,58.94
47.13,59.13
47.38,59.19
47.63,59.44
47.89,59.44
48.14,59.5
48.39,59.63
48.64,59.56
48.9,59.88
49.15,60
49.4,60.19
49.65,60.5
49.9,60.63
50.16,60.81
50.41,60.94
50.66,60.94
50.91,61.19
51.17,61.44
51.42,61.56
51.67,61.88
51.92,62.06
52.17,62.06
52.43,62.31
52.68,62.5
52.93,62.69
53.18,62.94
53.43,63.06
53.69,63.31
53.94,63.44
54.19,63.56
54.44,63.88
54.69,63.81
54.95,63.94
55.2,64.12
55.45,64.19
55.7,64.37
55.95,64.5
56.21,64.81
56.46,65.12
56.71,65.5
56.96,65.81
57.21,65.87
57.47,66.06
57.72,66.19
57.97,66.37
58.22,66.75
58.47,66.87
58.73,67.12
58.98,67.25
59.23,67.37
59.48,67.62
59.73,67.81
59.99,68.06
60.24,68.25
60.49,68.75
60.74,69
60.99,69.25
61.25,69.5
61.5,69.62
61.75,69.81
62,70
62.26,70.19
62.51,70.44
62.76,70.69
63.01,70.94
63.26,71.19
63.52,71.37
63.77,71.56
64.02,71.81
64.27,72
64.52,72.31
64.78,72.56
65.03,72.75
65.28,73
65.53,73.19
65.78,73.37
66.04,73.62
66.29,73.94
66.54,74
66.79,74.31
67.04,74.5
67.3,74.62
67.55,74.87
67.8,75.06
68.05,75.31
68.3,75.5
68.56,75.81
68.81,76.12
69.06,76.31
69.31,76.56
69.56,76.75
69.82,76.87
70.07,77.25
70.32,77.56
70.57,77.87
70.82,78.25
71.08,78.37
71.33,78.62
71.58,78.81
71.83,79
72.08,79.31
72.34,79.5
72.59,79.75
72.84,79.94
73.09,80.12
73.34,80.37
73.6,80.62
73.85,80.87
74.1,81.19
74.35,81.44
74.61,81.69
74.86,82
75.11,82.31
75.36,82.62
75.61,82.94
75.87,83.12
76.12,83.25
76.37,83.44
76.62,83.69
76.87,83.87
77.13,84.06
77.38,84.37
77.63,84.62
77.88,85
78.13,85.37
78.39,85.56
78.64,85.81
78.89,86.12
79.14,86.37
79.39,86.75
79.65,87.12
79.9,87.44
80.15,87.81
80.4,88.06
80.66,88.37
80.91,88.69
81.16,88.94
81.41,89.31
81.66,89.5
81.92,89.75
82.17,90.06
82.42,90.19
82.67,90.44
82.92,90.62
83.18,90.94
83.43,91.31
83.68,91.62
83.93,92.06
84.18,92.31
84.44,92.69
84.69,93.12
84.94,93.31
85.19,93.62
85.44,93.87
85.7,94.06
85.95,94.44
86.2,94.62
86.45,94.87
86.7,95.12
86.96,95.37
87.21,95.75
87.46,96
87.71,96.31
87.96,96.62
88.22,96.94
88.47,97.25
88.72,97.5
88.97,97.75
89.22,98
89.48,98.31
89.73,98.62
89.98,98.87
90.23,99.12
90.48,99.37
90.74,99.69
90.99,100
91.24,100.37
91.49,100.75
91.75,101.12
92,101.5
92.25,101.75
92.5,102.12
92.75,102.37
93.01,102.69
93.26,103.06
93.51,103.37
93.76,103.69
94.01,104
94.27,104.31
94.52,104.5
94.77,104.81
95.02,105.12
95.27,105.44
95.53,105.87
95.78,106.19
96.03,106.5
96.28,106.75
96.54,107
96.79,107.31
97.04,107.69
97.29,108.12
97.54,108.44
97.8,108.75
98.05,109.12
98.3,109.5
98.55,110
98.8,110.5
99.06,110.81
99.31,111.12
99.56,111.37
99.81,111.62
100.06,111.81
100.32,112
100.57,112.25
100.82,112.56
101.07,112.94
101.32,113.31
101.58,113.75
101.83,114.06
102.08,114.31
102.33,114.56
102.58,114.56
102.84,114.75
103.09,115.19
103.34,115.56
103.59,116.06
103.84,116.56
104.1,116.81
104.35,117.06
104.6,117.5
104.85,117.69
105.11,118.12
105.36,118.56
105.61,118.81
105.86,119.12
106.11,119.44
106.36,119.75
106.62,120.06
106.87,120.5
107.12,120.81
107.37,121.19
107.63,121.44
107.88,121.69
108.13,121.94
108.38,122.06
108.63,122.5
108.89,122.75
109.14,123
109.39,123.37
109.64,123.69
109.89,124.19
110.15,124.5
110.4,124.94
110.65,125.19
110.9,125.5
111.15,125.94
111.41,126.25
111.66,126.62
111.91,126.87
112.16,127.06
112.41,127.37
112.67,127.62
112.92,127.81
113.17,128.19
113.42,128.5
113.68,128.81
113.93,129.06
114.18,129.31
114.43,129.56
114.68,129.75
114.94,130.06
115.19,130.38
115.44,130.69
115.69,131
115.94,131.44
116.2,131.75
116.45,131.94
116.7,132.31
116.95,132.56
117.2,132.81
117.46,133.25
117.71,133.56
117.96,133.88
118.21,134.19
118.46,134.56
118.72,134.81
118.97,135.06
119.22,135.38
119.47,135.56
119.72,135.75
119.98,136.25
120.23,136.5
120.48,136.81
120.73,137.63
120.98,138.13
121.24,138.5
121.49,138.88
121.74,139.19
121.99,139.56
122.25,139.94
122.5,140.13
122.75,140.5
123,140.75
123.25,141.06
123.5,141.5
123.76,141.75
124.01,142
124.26,142.44
124.51,142.88
124.77,143.44
125.02,144
125.27,144.31
125.52,144.75
125.77,145.13
126.03,145.38
126.28,145.75
126.53,146
126.78,146.06
127.04,146.44
127.29,146.75
127.54,146.94
127.79,147.38
128.04,147.63
128.3,147.75
128.55,147.94
128.8,148.06
129.05,148.38
129.3,148.63
129.55,148.81
129.81,149.13
130.06,149.19
130.31,149.56
130.56,149.94
130.82,150.25
131.07,150.63
131.32,150.88
131.57,151.13
131.82,151.44
132.08,151.69
132.33,151.81
132.58,152.19
132.83,152.5
133.09,152.81
133.34,153.06
133.59,153.25
133.84,153.31
134.09,153.63
134.35,154
134.6,154.44
134.85,154.81
135.1,155.13
135.35,155.5
